FO3: TOM formula 3 known to treat Obesity,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
204,57137,4386,Gallic acid,TNNT2
205,57137,1360,Gallic acid,TP53
206,538,1138,Azelaic acid,trxB
207,35917,808,2-Methylbutyric acid,TSPO
208,538,681,Azelaic acid,TYR
209,10333,5914,Androsterone,UGT2B17
210,10333,4868,Androsterone,UGT2B7
211,17352,166,Rhein,VEGFA
212,57137,166,Gallic acid,VEGFA
213,57137,2354,Gallic acid,XIAP
