herbID,compID,geneID,herbName,compName,geneName,geneSymbol
55,9038,28,Rehmannia glutinosa,DL-Isoleucine,Erythropoietin receptor / erythropoietin receptor / ERYTHROPOIETIN RECEPTOR,EPOR
55,27647,28,Rehmannia glutinosa,DL-Glutamic acid,Erythropoietin receptor / erythropoietin receptor / ERYTHROPOIETIN RECEPTOR,EPOR
55,31796,28,Rehmannia glutinosa,DL-Lysine,Erythropoietin receptor / erythropoietin receptor / ERYTHROPOIETIN RECEPTOR,EPOR
55,31765,29,Rehmannia glutinosa,DL-Valine,Urokinase-type plasminogen activator / plasminogen activator,PLAU
55,31796,29,Rehmannia glutinosa,DL-Lysine,Urokinase-type plasminogen activator / plasminogen activator,PLAU
55,27647,30,Rehmannia glutinosa,DL-Glutamic acid,Tissue-type plasminogen activator / plasminogen activator,PLAT
55,31765,30,Rehmannia glutinosa,DL-Valine,Tissue-type plasminogen activator / plasminogen activator,PLAT
55,31796,30,Rehmannia glutinosa,DL-Lysine,Tissue-type plasminogen activator / plasminogen activator,PLAT
55,31796,32,Rehmannia glutinosa,DL-Lysine,Plasma serine protease inhibitor / serpin peptidase inhibitor,SERPINA5
55,31796,33,Rehmannia glutinosa,DL-Lysine,Low-density lipoprotein receptor-related protein 2 / low density lipoprotein receptor-related protein 2,LRP2
55,31765,39,Rehmannia glutinosa,DL-Valine,Neutrophil elastase / elastase,ELANE
55,31796,39,Rehmannia glutinosa,DL-Lysine,Neutrophil elastase / elastase,ELANE
55,7783,47,Rehmannia glutinosa,DL-TYROSINE,Coagulation factor X / coagulation factor X / COAGULATION FACTOR X/ANTITHROMBIN III,F10
55,31796,47,Rehmannia glutinosa,DL-Lysine,Coagulation factor X / coagulation factor X / COAGULATION FACTOR X/ANTITHROMBIN III,F10
55,31796,48,Rehmannia glutinosa,DL-Lysine,Coagulation factor IX / coagulation factor IX,F9
55,31796,49,Rehmannia glutinosa,DL-Lysine,von Willebrand factor,VWF
55,27647,52,Rehmannia glutinosa,DL-Glutamic acid,78 kDa glucose-regulated protein / heat shock 70kDa protein 5 (glucose-regulated protein,HSPA5
55,7783,53,Rehmannia glutinosa,DL-TYROSINE,Calreticulin / calreticulin,CALR
55,9038,53,Rehmannia glutinosa,DL-Isoleucine,Calreticulin / calreticulin,CALR
55,27647,53,Rehmannia glutinosa,DL-Glutamic acid,Calreticulin / calreticulin,CALR
55,31765,53,Rehmannia glutinosa,DL-Valine,Calreticulin / calreticulin,CALR
55,31796,53,Rehmannia glutinosa,DL-Lysine,Calreticulin / calreticulin,CALR
55,9038,64,Rehmannia glutinosa,DL-Isoleucine,Insulin receptor / insulin receptor,INSR
55,27647,64,Rehmannia glutinosa,DL-Glutamic acid,Insulin receptor / insulin receptor,INSR
55,31796,64,Rehmannia glutinosa,DL-Lysine,Insulin receptor / insulin receptor,INSR
55,31796,66,Rehmannia glutinosa,DL-Lysine,Retinoblastoma-associated protein / retinoblastoma 1 / HISTIDINE-TAGGED RB,RB1
55,9759,67,Rehmannia glutinosa,Pyroglutamic acid,Cathepsin D / cathepsin D / CATHEPSIN D,CTSD
55,31796,67,Rehmannia glutinosa,DL-Lysine,Cathepsin D / cathepsin D / CATHEPSIN D,CTSD
55,9759,68,Rehmannia glutinosa,Pyroglutamic acid,Insulin-degrading enzyme / insulin-degrading enzyme / INSULIN-DEGRADING ENZYME,IDE
55,4006,71,Rehmannia glutinosa,Palmitelaidic acid,Neuroendocrine convertase 1 / proprotein convertase subtilisin/kexin type 1 / PROHORMONE CONVERTASE 1,PCSK1
55,31796,77,Rehmannia glutinosa,DL-Lysine,Annexin A2 / annexin A2,ANXA2
55,31796,82,Rehmannia glutinosa,DL-Lysine,Vasopressin V1a receptor / arginine vasopressin receptor 1A,AVPR1A
55,31796,83,Rehmannia glutinosa,DL-Lysine,Vasopressin V1b receptor / arginine vasopressin receptor 1B / VASOPRESSIN RECEPTOR,AVPR1B
55,27647,86,Rehmannia glutinosa,DL-Glutamic acid,Vitamin K-dependent gamma-carboxylase / gamma-glutamyl carboxylase,GGCX
55,3032,87,Rehmannia glutinosa,Stearic acid,Coagulation factor VII / coagulation factor VII (serum prothrombin conversion accelerator) / COAGULATION FACTOR III/FACTOR VIIA (FVIIA),F7
55,31796,87,Rehmannia glutinosa,DL-Lysine,Coagulation factor VII / coagulation factor VII (serum prothrombin conversion accelerator) / COAGULATION FACTOR III/FACTOR VIIA (FVIIA),F7
55,31796,88,Rehmannia glutinosa,DL-Lysine,Tissue factor / coagulation factor III (thromboplastin,F3
55,31796,96,Rehmannia glutinosa,DL-Lysine,Glucagon receptor / glucagon receptor / GLUCAGON RECEPTOR,GCGR
55,27647,99,Rehmannia glutinosa,DL-Glutamic acid,Vesicle-associated membrane protein 2 / vesicle-associated membrane protein 2 (synaptobrevin 2),VAMP2
55,9038,103,Rehmannia glutinosa,DL-Isoleucine,High affinity immunoglobulin epsilon receptor subunit beta / membrane-spanning 4-domains,MS4A2
55,27647,104,Rehmannia glutinosa,DL-Glutamic acid,Toll-like receptor 2 / toll-like receptor 2 / TOLL-LIKE RECEPTOR 2,TLR2
55,31796,104,Rehmannia glutinosa,DL-Lysine,Toll-like receptor 2 / toll-like receptor 2 / TOLL-LIKE RECEPTOR 2,TLR2
55,31796,109,Rehmannia glutinosa,DL-Lysine,Growth hormone receptor / growth hormone receptor,GHR
55,31796,113,Rehmannia glutinosa,DL-Lysine,Vitronectin / vitronectin,VTN
55,31796,116,Rehmannia glutinosa,DL-Lysine,Thrombomodulin / thrombomodulin,THBD
55,9038,117,Rehmannia glutinosa,DL-Isoleucine,Vitamin K-dependent protein S / protein S (alpha),PROS1
55,27647,117,Rehmannia glutinosa,DL-Glutamic acid,Vitamin K-dependent protein S / protein S (alpha),PROS1
55,31796,117,Rehmannia glutinosa,DL-Lysine,Vitamin K-dependent protein S / protein S (alpha),PROS1
55,31796,123,Rehmannia glutinosa,DL-Lysine,Growth factor receptor-bound protein 2 / growth factor receptor-bound protein 2 / GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2,GRB2
55,3032,124,Rehmannia glutinosa,Stearic acid,Apolipoprotein E / apolipoprotein E,APOE
55,27647,124,Rehmannia glutinosa,DL-Glutamic acid,Apolipoprotein E / apolipoprotein E,APOE
55,31796,124,Rehmannia glutinosa,DL-Lysine,Apolipoprotein E / apolipoprotein E,APOE
55,27647,127,Rehmannia glutinosa,DL-Glutamic acid,Transforming growth factor beta-1 / transforming growth factor,TGFB1
55,31796,127,Rehmannia glutinosa,DL-Lysine,Transforming growth factor beta-1 / transforming growth factor,TGFB1
55,31796,130,Rehmannia glutinosa,DL-Lysine,Receptor tyrosine-protein kinase erbB-2 / erb-b2 receptor tyrosine kinase 2 / HER-2 SUBSTRATE,ERBB2
55,31796,138,Rehmannia glutinosa,DL-Lysine,Proteinase-activated receptor 1 / coagulation factor II (thrombin) receptor,F2R
55,27647,140,Rehmannia glutinosa,DL-Glutamic acid,Glutamate carboxypeptidase 2 / folate hydrolase (prostate-specific membrane antigen) 1 / GLUTAMATE CARBOXYPEPTIDASE II,FOLH1
55,9759,144,Rehmannia glutinosa,Pyroglutamic acid,Peptidyl-prolyl cis-trans isomerase F,PPIF
55,27647,144,Rehmannia glutinosa,DL-Glutamic acid,Peptidyl-prolyl cis-trans isomerase F,PPIF
55,9038,150,Rehmannia glutinosa,DL-Isoleucine,T-cell surface glycoprotein CD4 / CD4 molecule / T-CELL SURFACE ANTIGEN CD4,CD4
55,27647,150,Rehmannia glutinosa,DL-Glutamic acid,T-cell surface glycoprotein CD4 / CD4 molecule / T-CELL SURFACE ANTIGEN CD4,CD4
55,31796,150,Rehmannia glutinosa,DL-Lysine,T-cell surface glycoprotein CD4 / CD4 molecule / T-CELL SURFACE ANTIGEN CD4,CD4
55,27647,158,Rehmannia glutinosa,DL-Glutamic acid,Somatostatin receptor type 5 / somatostatin receptor 5,SSTR5
55,31796,160,Rehmannia glutinosa,DL-Lysine,Oxytocin receptor / oxytocin receptor,OXTR
55,7783,161,Rehmannia glutinosa,DL-TYROSINE,Oxytocin-neurophysin 1 / oxytocin/neurophysin I prepropeptide,OXT
55,27647,161,Rehmannia glutinosa,DL-Glutamic acid,Oxytocin-neurophysin 1 / oxytocin/neurophysin I prepropeptide,OXT
55,31796,161,Rehmannia glutinosa,DL-Lysine,Oxytocin-neurophysin 1 / oxytocin/neurophysin I prepropeptide,OXT
55,27647,163,Rehmannia glutinosa,DL-Glutamic acid,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
55,31796,163,Rehmannia glutinosa,DL-Lysine,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
55,7783,166,Rehmannia glutinosa,DL-TYROSINE,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
55,9038,166,Rehmannia glutinosa,DL-Isoleucine,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
55,9759,166,Rehmannia glutinosa,Pyroglutamic acid,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
55,27647,166,Rehmannia glutinosa,DL-Glutamic acid,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
55,31765,166,Rehmannia glutinosa,DL-Valine,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
55,31796,166,Rehmannia glutinosa,DL-Lysine,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
55,31765,168,Rehmannia glutinosa,DL-Valine,Alanine--glyoxylate aminotransferase 2,AGXT2
55,31796,168,Rehmannia glutinosa,DL-Lysine,Alanine--glyoxylate aminotransferase 2,AGXT2
55,27647,169,Rehmannia glutinosa,DL-Glutamic acid,Glutamate decarboxylase 1 / GAD1 protein / Glutamate decarboxylase 1 (Brain,GAD1
55,27647,172,Rehmannia glutinosa,DL-Glutamic acid,Serine hydroxymethyltransferase,SHMT1
55,31796,172,Rehmannia glutinosa,DL-Lysine,Serine hydroxymethyltransferase,SHMT1
55,7783,174,Rehmannia glutinosa,DL-TYROSINE,Aspartate aminotransferase,GOT1
55,27647,174,Rehmannia glutinosa,DL-Glutamic acid,Aspartate aminotransferase,GOT1
55,732,175,Rehmannia glutinosa,D-(-)-Mannitol,Ornithine aminotransferase,OAT
55,27647,175,Rehmannia glutinosa,DL-Glutamic acid,Ornithine aminotransferase,OAT
55,27647,177,Rehmannia glutinosa,DL-Glutamic acid,Kynurenine/alpha-aminoadipate aminotransferase,AADAT
55,27647,178,Rehmannia glutinosa,DL-Glutamic acid,4-aminobutyrate aminotransferase,ABAT
55,31796,178,Rehmannia glutinosa,DL-Lysine,4-aminobutyrate aminotransferase,ABAT
55,27647,180,Rehmannia glutinosa,DL-Glutamic acid,Sphingosine-1-phosphate lyase 1 / sphingosine-1-phosphate lyase 1,SGPL1
55,115,181,Rehmannia glutinosa,L-(-)-Phenylalanine,Tyrosine aminotransferase / tyrosine aminotransferase,TAT
55,7783,181,Rehmannia glutinosa,DL-TYROSINE,Tyrosine aminotransferase / tyrosine aminotransferase,TAT
55,27647,181,Rehmannia glutinosa,DL-Glutamic acid,Tyrosine aminotransferase / tyrosine aminotransferase,TAT
55,31796,181,Rehmannia glutinosa,DL-Lysine,Tyrosine aminotransferase / tyrosine aminotransferase,TAT
55,27647,182,Rehmannia glutinosa,DL-Glutamic acid,Kynurenine--oxoglutarate transaminase 1 / cysteine conjugate-beta lyase,CCBL1
55,7783,183,Rehmannia glutinosa,DL-TYROSINE,Threonine synthase-like 1 / threonine synthase-like 1 (S. cerevisiae),THNSL1
55,9038,183,Rehmannia glutinosa,DL-Isoleucine,Threonine synthase-like 1 / threonine synthase-like 1 (S. cerevisiae),THNSL1
55,27647,183,Rehmannia glutinosa,DL-Glutamic acid,Threonine synthase-like 1 / threonine synthase-like 1 (S. cerevisiae),THNSL1
55,31796,183,Rehmannia glutinosa,DL-Lysine,Threonine synthase-like 1 / threonine synthase-like 1 (S. cerevisiae),THNSL1
55,9038,184,Rehmannia glutinosa,DL-Isoleucine,Glycogen phosphorylase,PYGL
55,27647,184,Rehmannia glutinosa,DL-Glutamic acid,Glycogen phosphorylase,PYGL
55,31796,184,Rehmannia glutinosa,DL-Lysine,Glycogen phosphorylase,PYGL
55,27647,186,Rehmannia glutinosa,DL-Glutamic acid,Cysteine sulfinic acid decarboxylase / P-selectin cytoplasmic tail-associated protein (PCAP) / cysteine sulfinic acid decarboxylase,CSAD
55,7783,188,Rehmannia glutinosa,DL-TYROSINE,Arginine decarboxylase / antizyme inhibitor 2,AZIN2
55,31796,188,Rehmannia glutinosa,DL-Lysine,Arginine decarboxylase / antizyme inhibitor 2,AZIN2
55,9038,189,Rehmannia glutinosa,DL-Isoleucine,L-serine dehydratase/L-threonine deaminase,SDS
55,27647,191,Rehmannia glutinosa,DL-Glutamic acid,Glycine dehydrogenase [decarboxylating],GLDC
55,27647,192,Rehmannia glutinosa,DL-Glutamic acid,Alanine aminotransferase 1 / glutamic-pyruvate transaminase (alanine aminotransferase),GPT
55,27647,193,Rehmannia glutinosa,DL-Glutamic acid,Phosphoserine aminotransferase / phosphoserine aminotransferase 1,PSAT1
55,27647,195,Rehmannia glutinosa,DL-Glutamic acid,Serine--pyruvate aminotransferase / alanine-glyoxylate aminotransferase,AGXT
55,7783,198,Rehmannia glutinosa,DL-TYROSINE,Cystathionine gamma-lyase / cystathionine gamma-lyase / CYSTATHIONINE GAMMA-LYASE (CSE),CTH
55,9038,199,Rehmannia glutinosa,DL-Isoleucine,Branched-chain-amino-acid aminotransferase,BCAT1
55,27647,199,Rehmannia glutinosa,DL-Glutamic acid,Branched-chain-amino-acid aminotransferase,BCAT1
55,31765,199,Rehmannia glutinosa,DL-Valine,Branched-chain-amino-acid aminotransferase,BCAT1
55,9038,200,Rehmannia glutinosa,DL-Isoleucine,Branched-chain-amino-acid aminotransferase,BCAT2
55,27647,200,Rehmannia glutinosa,DL-Glutamic acid,Branched-chain-amino-acid aminotransferase,BCAT2
55,31765,200,Rehmannia glutinosa,DL-Valine,Branched-chain-amino-acid aminotransferase,BCAT2
55,27647,202,Rehmannia glutinosa,DL-Glutamic acid,Formimidoyltransferase-cyclodeaminase / formimidoyltransferase cyclodeaminase,FTCD
55,3032,203,Rehmannia glutinosa,Stearic acid,Aspartate aminotransferase,GOT2
55,7783,203,Rehmannia glutinosa,DL-TYROSINE,Aspartate aminotransferase,GOT2
55,27647,203,Rehmannia glutinosa,DL-Glutamic acid,Aspartate aminotransferase,GOT2
55,31796,203,Rehmannia glutinosa,DL-Lysine,Aspartate aminotransferase,GOT2
55,9038,204,Rehmannia glutinosa,DL-Isoleucine,Glycogen phosphorylase,PYGB
55,27647,204,Rehmannia glutinosa,DL-Glutamic acid,Glycogen phosphorylase,PYGB
55,31796,204,Rehmannia glutinosa,DL-Lysine,Glycogen phosphorylase,PYGB
55,9038,205,Rehmannia glutinosa,DL-Isoleucine,Glycogen phosphorylase,PYGM
55,27647,205,Rehmannia glutinosa,DL-Glutamic acid,Glycogen phosphorylase,PYGM
55,31796,205,Rehmannia glutinosa,DL-Lysine,Glycogen phosphorylase,PYGM
55,7783,206,Rehmannia glutinosa,DL-TYROSINE,Aromatic-L-amino-acid decarboxylase / dopa decarboxylase (aromatic L-amino acid decarboxylase),DDC
55,27647,206,Rehmannia glutinosa,DL-Glutamic acid,Aromatic-L-amino-acid decarboxylase / dopa decarboxylase (aromatic L-amino acid decarboxylase),DDC
55,9038,207,Rehmannia glutinosa,DL-Isoleucine,Serine hydroxymethyltransferase,SHMT2
55,27647,207,Rehmannia glutinosa,DL-Glutamic acid,Serine hydroxymethyltransferase,SHMT2
55,27647,213,Rehmannia glutinosa,DL-Glutamic acid,Kynurenine--oxoglutarate transaminase 3 / cysteine conjugate-beta lyase 2 / KYNURENINE--OXOGLUTARATE TRANSAMINASE 3,CCBL2
55,31796,216,Rehmannia glutinosa,DL-Lysine,5-phosphohydroxy-L-lysine phospho-lyase,PHYKPL
55,27647,217,Rehmannia glutinosa,DL-Glutamic acid,Alanine aminotransferase 2 / glutamic pyruvate transaminase (alanine aminotransferase) 2,GPT2
55,9038,219,Rehmannia glutinosa,DL-Isoleucine,Serine dehydratase-like / serine dehydratase-like,SDSL
55,27647,220,Rehmannia glutinosa,DL-Glutamic acid,Serine racemase / serine racemase / SERINE RACEMASE,SRR
55,27647,225,Rehmannia glutinosa,DL-Glutamic acid,Methionine synthase / 5-methyltetrahydrofolate-homocysteine methyltransferase / METHIONINE SYNTHASE,MTR
55,9038,226,Rehmannia glutinosa,DL-Isoleucine,Methylmalonyl-CoA mutase,MUT
55,27647,226,Rehmannia glutinosa,DL-Glutamic acid,Methylmalonyl-CoA mutase,MUT
55,31765,226,Rehmannia glutinosa,DL-Valine,Methylmalonyl-CoA mutase,MUT
55,31796,226,Rehmannia glutinosa,DL-Lysine,Methylmalonyl-CoA mutase,MUT
55,31765,228,Rehmannia glutinosa,DL-Valine,Methylmalonic aciduria type A protein,MMAA
55,27647,230,Rehmannia glutinosa,DL-Glutamic acid,Methylenetetrahydrofolate reductase / methylenetetrahydrofolate reductase (NAD(P)H),MTHFR
55,27647,231,Rehmannia glutinosa,DL-Glutamic acid,C-1-tetrahydrofolate synthase,MTHFD1
55,27647,234,Rehmannia glutinosa,DL-Glutamic acid,Cytosolic 10-formyltetrahydrofolate dehydrogenase / aldehyde dehydrogenase 1 family,ALDH1L1
55,31765,234,Rehmannia glutinosa,DL-Valine,Cytosolic 10-formyltetrahydrofolate dehydrogenase / aldehyde dehydrogenase 1 family,ALDH1L1
55,27647,235,Rehmannia glutinosa,DL-Glutamic acid,Bifunctional purine biosynthesis protein PURH / 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase / AICAR TRANSFORMYLASE,ATIC
55,27647,239,Rehmannia glutinosa,DL-Glutamic acid,Histidine ammonia-lyase / histidine ammonia-lyase,HAL
55,35692,239,Rehmannia glutinosa,Phenylacetic acid,Histidine ammonia-lyase / histidine ammonia-lyase,HAL
55,27647,240,Rehmannia glutinosa,DL-Glutamic acid,Glycine N-methyltransferase / glycine N-methyltransferase,GNMT
55,4006,244,Rehmannia glutinosa,Palmitelaidic acid,Catechol O-methyltransferase / catechol-O-methyltransferase / CATECHOL O-METHYLTRANSFERASE,COMT
55,27647,244,Rehmannia glutinosa,DL-Glutamic acid,Catechol O-methyltransferase / catechol-O-methyltransferase / CATECHOL O-METHYLTRANSFERASE,COMT
55,9038,248,Rehmannia glutinosa,DL-Isoleucine,Pyruvate kinase PKLR / pyruvate kinase,PKLR
55,27647,248,Rehmannia glutinosa,DL-Glutamic acid,Pyruvate kinase PKLR / pyruvate kinase,PKLR
55,31796,248,Rehmannia glutinosa,DL-Lysine,Pyruvate kinase PKLR / pyruvate kinase,PKLR
55,9038,252,Rehmannia glutinosa,DL-Isoleucine,Pyruvate kinase PKM / pyruvate kinase,PKM
55,27647,252,Rehmannia glutinosa,DL-Glutamic acid,Pyruvate kinase PKM / pyruvate kinase,PKM
55,31796,252,Rehmannia glutinosa,DL-Lysine,Pyruvate kinase PKM / pyruvate kinase,PKM
55,27647,255,Rehmannia glutinosa,DL-Glutamic acid,Monocarboxylate transporter 1 / solute carrier family 16 (monocarboxylate transporter),SLC16A1
55,9038,256,Rehmannia glutinosa,DL-Isoleucine,Pyruvate carboxylase,PC
55,27647,256,Rehmannia glutinosa,DL-Glutamic acid,Pyruvate carboxylase,PC
55,31796,256,Rehmannia glutinosa,DL-Lysine,Pyruvate carboxylase,PC
55,35692,256,Rehmannia glutinosa,Phenylacetic acid,Pyruvate carboxylase,PC
55,115,257,Rehmannia glutinosa,L-(-)-Phenylalanine,Large neutral amino acids transporter small subunit 2 / solute carrier family 7 (amino acid transporter light chain,SLC7A8
55,7783,257,Rehmannia glutinosa,DL-TYROSINE,Large neutral amino acids transporter small subunit 2 / solute carrier family 7 (amino acid transporter light chain,SLC7A8
55,9038,257,Rehmannia glutinosa,DL-Isoleucine,Large neutral amino acids transporter small subunit 2 / solute carrier family 7 (amino acid transporter light chain,SLC7A8
55,31765,257,Rehmannia glutinosa,DL-Valine,Large neutral amino acids transporter small subunit 2 / solute carrier family 7 (amino acid transporter light chain,SLC7A8
55,115,258,Rehmannia glutinosa,L-(-)-Phenylalanine,Phenylalanine--tRNA ligase alpha subunit / phenylalanyl-tRNA synthetase,FARSA
55,7783,258,Rehmannia glutinosa,DL-TYROSINE,Phenylalanine--tRNA ligase alpha subunit / phenylalanyl-tRNA synthetase,FARSA
55,35692,258,Rehmannia glutinosa,Phenylacetic acid,Phenylalanine--tRNA ligase alpha subunit / phenylalanyl-tRNA synthetase,FARSA
55,115,259,Rehmannia glutinosa,L-(-)-Phenylalanine,Phenylalanine-4-hydroxylase / phenylalanine hydroxylase / PHENYLALANINE-4-HYDROXYLASE,PAH
55,7783,259,Rehmannia glutinosa,DL-TYROSINE,Phenylalanine-4-hydroxylase / phenylalanine hydroxylase / PHENYLALANINE-4-HYDROXYLASE,PAH
55,9038,259,Rehmannia glutinosa,DL-Isoleucine,Phenylalanine-4-hydroxylase / phenylalanine hydroxylase / PHENYLALANINE-4-HYDROXYLASE,PAH
55,27647,259,Rehmannia glutinosa,DL-Glutamic acid,Phenylalanine-4-hydroxylase / phenylalanine hydroxylase / PHENYLALANINE-4-HYDROXYLASE,PAH
55,115,260,Rehmannia glutinosa,L-(-)-Phenylalanine,Phenylalanine--tRNA ligase,FARS2
55,7783,260,Rehmannia glutinosa,DL-TYROSINE,Phenylalanine--tRNA ligase,FARS2
55,35692,260,Rehmannia glutinosa,Phenylacetic acid,Phenylalanine--tRNA ligase,FARS2
55,115,261,Rehmannia glutinosa,L-(-)-Phenylalanine,Phenylalanine--tRNA ligase beta subunit / phenylalanyl-tRNA synthetase,FARSB
55,7783,261,Rehmannia glutinosa,DL-TYROSINE,Phenylalanine--tRNA ligase beta subunit / phenylalanyl-tRNA synthetase,FARSB
55,115,262,Rehmannia glutinosa,L-(-)-Phenylalanine,Tyrosine 3-monooxygenase / tyrosine hydroxylase / TYROSINE 3-HYDROXYLASE,TH
55,7783,262,Rehmannia glutinosa,DL-TYROSINE,Tyrosine 3-monooxygenase / tyrosine hydroxylase / TYROSINE 3-HYDROXYLASE,TH
55,9038,262,Rehmannia glutinosa,DL-Isoleucine,Tyrosine 3-monooxygenase / tyrosine hydroxylase / TYROSINE 3-HYDROXYLASE,TH
55,27647,262,Rehmannia glutinosa,DL-Glutamic acid,Tyrosine 3-monooxygenase / tyrosine hydroxylase / TYROSINE 3-HYDROXYLASE,TH
55,31796,262,Rehmannia glutinosa,DL-Lysine,Tyrosine 3-monooxygenase / tyrosine hydroxylase / TYROSINE 3-HYDROXYLASE,TH
55,9038,263,Rehmannia glutinosa,DL-Isoleucine,Propionyl-CoA carboxylase beta chain,PCCB
55,27647,263,Rehmannia glutinosa,DL-Glutamic acid,Propionyl-CoA carboxylase beta chain,PCCB
55,31765,263,Rehmannia glutinosa,DL-Valine,Propionyl-CoA carboxylase beta chain,PCCB
55,31796,263,Rehmannia glutinosa,DL-Lysine,Propionyl-CoA carboxylase beta chain,PCCB
55,9038,264,Rehmannia glutinosa,DL-Isoleucine,Biotin--protein ligase / holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase) / BIOTIN--PROTEIN LIGASE,HLCS
55,31796,264,Rehmannia glutinosa,DL-Lysine,Biotin--protein ligase / holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase) / BIOTIN--PROTEIN LIGASE,HLCS
55,27647,265,Rehmannia glutinosa,DL-Glutamic acid,Sodium-dependent multivitamin transporter / solute carrier family 5 (sodium/multivitamin and iodide cotransporter),SLC5A6
55,27647,266,Rehmannia glutinosa,DL-Glutamic acid,Methylcrotonoyl-CoA carboxylase beta chain,MCCC2
55,31796,266,Rehmannia glutinosa,DL-Lysine,Methylcrotonoyl-CoA carboxylase beta chain,MCCC2
55,3032,267,Rehmannia glutinosa,Stearic acid,Acetyl-CoA carboxylase 2 / acetyl-CoA carboxylase beta / ACETYL-COA CARBOXYLASE 2 (ACC2),ACACB
55,4006,267,Rehmannia glutinosa,Palmitelaidic acid,Acetyl-CoA carboxylase 2 / acetyl-CoA carboxylase beta / ACETYL-COA CARBOXYLASE 2 (ACC2),ACACB
